message,compound,neg,neu,pos
Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,-0.7881,0.222,0.722,0.057
Ok lor but not too early. Me still having project meeting now.,0.1531,0.0,0.873,0.127
"Call me da, i am waiting for your call.",0.0,0.0,1.0,0.0
I could ask carlos if we could get more if anybody else can chip in,0.0,0.0,1.0,0.0
Was actually about to send you a reminder today. Have a wonderful weekend,0.5719,0.0,0.73,0.27
"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",-0.1739,0.12,0.782,0.098
Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? ,0.0,0.0,1.0,0.0
Dont talk to him ever ok its my word.,0.296,0.0,0.784,0.216
When u wana see it then,0.0,0.0,1.0,0.0
On ma way to school. Can you pls send me ashley's number,0.1531,0.0,0.794,0.206
It shall be fine. I have avalarr now. Will hollalater,0.2023,0.0,0.816,0.184
She went to attend another two rounds today..but still did't reach home..,0.0258,0.0,0.909,0.091
Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,0.0,0.0,1.0,0.0
"K, wait chikku..il send aftr  &lt;#&gt; mins",0.0,0.0,1.0,0.0
But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,-0.4215,0.149,0.851,0.0
K:)i will give my kvb acc details:),0.0,0.0,1.0,0.0
Oh all have to come ah?,0.0,0.0,1.0,0.0
I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),-0.1513,0.096,0.904,0.0
Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,0.926,0.0,0.542,0.458
So do you have samus shoulders yet,0.0,0.0,1.0,0.0
What time you think you'll have it? Need to know when I should be near campus,0.0,0.0,1.0,0.0
Then dun wear jeans lor...,0.0,0.0,1.0,0.0
"Since when, which side, any fever, any vomitin.",0.0,0.0,1.0,0.0
K:)k.are you in college?,0.0,0.0,1.0,0.0
Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,0.7965,0.0,0.722,0.278
No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),-0.3595,0.094,0.906,0.0
Theyre doing it to lots of places. Only hospitals and medical places are safe.,0.4404,0.0,0.818,0.182
And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,0.0,0.0,1.0,0.0
"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",0.296,0.0,0.944,0.056
I cant wait to see you! How were the photos were useful? :),0.7345,0.0,0.618,0.382
Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,0.5106,0.0,0.891,0.109
Chk in ur belovd ms dict,0.0,0.0,1.0,0.0
Is that what time you want me to come?,0.0772,0.0,0.86,0.14
"Awesome, lemme know whenever you're around",0.6249,0.0,0.549,0.451
Shb b ok lor... Thanx...,0.296,0.0,0.577,0.423
"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",0.8842,0.0,0.66,0.34
Also remember to get dobby's bowl from your car,0.0,0.0,1.0,0.0
Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,-0.6476,0.209,0.791,0.0
"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",0.6143,0.047,0.748,0.205
Welp apparently he retired,0.0,0.0,1.0,0.0
My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,-0.3595,0.098,0.902,0.0
Where @,0.0,0.0,1.0,0.0
U sure u can't take any sick time?,0.6126,0.0,0.444,0.556
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",0.0,0.0,1.0,0.0
Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,0.0,0.0,1.0,0.0
Are you this much buzy,0.0,0.0,1.0,0.0
Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,0.4404,0.0,0.854,0.146
I am not sure about night menu. . . I know only about noon menu,-0.2411,0.164,0.836,0.0
What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,0.3818,0.0,0.913,0.087
Are you willing to go for aptitude class.,0.0,0.0,1.0,0.0
"It wont b until 2.15 as trying 2 sort house out, is that ok?",0.296,0.0,0.833,0.167
"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",0.0,0.0,1.0,0.0
"Haha awesome, omw back now then",0.7964,0.0,0.36,0.64
Yup i thk so until e shop closes lor.,0.0,0.0,1.0,0.0
what is your account number?,0.0772,0.0,0.755,0.245
Eh u send wrongly lar...,0.0,0.0,1.0,0.0
Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya ,-0.5175,0.211,0.789,0.0
Ok i shall talk to him,0.296,0.0,0.645,0.355
Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,0.4242,0.059,0.801,0.139
Hey you can pay. With salary de. Only  &lt;#&gt; .,-0.1027,0.149,0.851,0.0
Another month. I need chocolate weed and alcohol.,0.0,0.0,1.0,0.0
If he started searching he will get job in few days.he have great potential and talent.,0.7845,0.0,0.67,0.33
Reckon need to be in town by eightish to walk from * carpark.,0.0,0.0,1.0,0.0
LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,-0.5423,0.241,0.759,0.0
Yo guess what I just dropped,0.0,0.0,1.0,0.0
Carlos says he'll be at mu in  &lt;#&gt;  minutes,0.0,0.0,1.0,0.0
I'm in office now . I will call you  &lt;#&gt;  min:),0.0,0.0,1.0,0.0
"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",-0.6249,0.175,0.825,0.0
"Yun ah.the ubi one say if Ì_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.Ì¬n",0.0,0.0,1.0,0.0
Ugh. Gotta drive back to sd from la. My butt is sore.,-0.6486,0.346,0.654,0.0
26th OF JULY,0.0,0.0,1.0,0.0
Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,0.865,0.0,0.729,0.271
Up to Ì_... ÌÏ wan come then come lor... But i din c any stripes skirt...,0.0,0.0,1.0,0.0
The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,0.9313,0.0,0.578,0.422
"I can't, I don't have her number!",-0.1316,0.275,0.725,0.0
Change again... It's e one next to escalator...,0.0,0.0,1.0,0.0
Yetunde i'm in class can you not run water on it to make it ok. Pls now.,0.3612,0.0,0.811,0.189
Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? ,0.0,0.0,1.0,0.0
Then Ì_ wait 4 me at bus stop aft ur lect lar. If i dun c Ì_ then i go get my car then come back n pick Ì_.,-0.296,0.087,0.913,0.0
"Aight will do, thanks again for comin out",0.4404,0.0,0.707,0.293
No..but heard abt tat..,0.0,0.0,1.0,0.0
Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,0.5719,0.076,0.711,0.213
&lt;#&gt;  am I think? Should say on syllabus,0.0,0.0,1.0,0.0
Umma. Did she say anything,0.0,0.0,1.0,0.0
Give me a sec to think think about it,0.0,0.0,1.0,0.0
I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,0.0,0.0,1.0,0.0
"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",0.0,0.0,1.0,0.0
"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",0.3818,0.0,0.867,0.133
Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,-0.4767,0.275,0.53,0.195
"I just got home babe, are you still awake ?",0.0,0.0,1.0,0.0
I dunno they close oredi not... ÌÏ v ma fan...,0.0,0.0,1.0,0.0
Just buy a pizza. Meat lovers or supreme. U get to pick.,0.7906,0.0,0.533,0.467
"Ya, told..she was asking wats matter?",0.0258,0.0,0.82,0.18
"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",0.0,0.0,1.0,0.0
Shall i send that exe to your mail id.,0.0,0.0,1.0,0.0
Nope watching tv at home... Not going out. V bored...,0.0,0.0,1.0,0.0
Don know..wait i will check it.,0.0,0.0,1.0,0.0
"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",0.9735,0.024,0.545,0.432
We still on for tonight?,0.0,0.0,1.0,0.0
May i call You later Pls,0.0772,0.0,0.755,0.245
Hasn't that been the pattern recently crap weekends?,-0.3818,0.271,0.729,0.0
I have a sore throat. It's scratches when I talk,-0.3612,0.294,0.706,0.0
Yes da. Any plm at ur office,0.4019,0.0,0.69,0.31
Are you not around or just still asleep? :V,0.0,0.0,1.0,0.0
"Lol you forgot it eh ? Yes, I'll bring it in babe",0.6705,0.0,0.621,0.379
"Its good, we'll find a way",0.4404,0.0,0.58,0.42
Can not use foreign stamps in this country. Good lecture .,0.4404,0.0,0.756,0.244
Yup bathe liao...,0.0,0.0,1.0,0.0
HAPPY NEW YEAR MY NO.1 MAN,0.5719,0.0,0.575,0.425
"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",0.6341,0.0,0.816,0.184
ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,0.0,0.0,1.0,0.0
"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",-0.3736,0.087,0.913,0.0
"No my blankets are sufficient, thx",0.0772,0.253,0.46,0.287
"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",-0.0679,0.24,0.529,0.231
"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",0.1189,0.093,0.8,0.108
They just talking thats it de. They wont any other.,0.0,0.0,1.0,0.0
Today am going to college so am not able to atten the class.,0.0,0.0,1.0,0.0
I'm in class. Will holla later,0.0,0.0,1.0,0.0
Easy ah?sen got selected means its good..,0.4404,0.0,0.674,0.326
Mmm thats better now i got a roast down me! iåÕd b better if i had a few drinks down me 2! Good indian?,0.8513,0.0,0.633,0.367
"Come round, it's . ",0.0,0.0,1.0,0.0
"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\""""",0.2244,0.0,0.829,0.171
I walked an hour 2 c u! doesnåÕt that show I care y wont u believe im serious?,0.5739,0.0,0.68,0.32
Are you available for soiree on June 3rd?,0.0,0.0,1.0,0.0
Do u noe wat time e place dat sells 4d closes?,0.0,0.0,1.0,0.0
"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",-0.3707,0.1,0.9,0.0
Jay's getting really impatient and belligerent,-0.3597,0.333,0.667,0.0
HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,-0.5255,0.108,0.892,0.0
I'm at work. Please call,0.3182,0.0,0.635,0.365
Then u drive lor.,0.0,0.0,1.0,0.0
Ard 515 like dat. Y?,0.3612,0.0,0.615,0.385
Tell me they're female :V how're you throwing in? We're deciding what all to get now,0.0,0.0,1.0,0.0
I'm working technical support :)voice process.networking field.,0.4019,0.0,0.69,0.31
I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,0.3612,0.043,0.824,0.133
Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,0.3544,0.125,0.703,0.172
"That's fine, I'll bitch at you about it later then",-0.4588,0.279,0.588,0.132
No my mum went 2 dentist.,-0.296,0.355,0.645,0.0
Once free call me sir. I am waiting for you.,0.5106,0.0,0.708,0.292
Meeting u is my work. . . Tel me when shall i do my work tomorrow,0.0,0.0,1.0,0.0
Jus finish bathing...,0.0,0.0,1.0,0.0
"alright, I'll make sure the car is back tonight",0.5106,0.0,0.619,0.381
Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,-0.1779,0.066,0.934,0.0
Aight ill get on fb in a couple minutes,-0.4215,0.286,0.714,0.0
Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,0.1531,0.0,0.852,0.148
Where can download clear movies. Dvd copies.,0.3818,0.0,0.698,0.302
"Yep, by the pretty sculpture",0.6597,0.0,0.357,0.643
Convey my regards to him,0.0,0.0,1.0,0.0
Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,0.0,0.0,1.0,0.0
You tell what happen dont behave like this to me. Ok no need to say,-0.2755,0.233,0.648,0.119
Can u get pic msgs to your phone?,0.0,0.0,1.0,0.0
Send to someone else :-),0.3182,0.0,0.635,0.365
Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,-0.8041,0.315,0.618,0.067
For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,0.9808,0.036,0.79,0.174
"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",0.3612,0.0,0.906,0.094
I don't think he has spatula hands!,0.0,0.0,1.0,0.0
You can never do NOTHING,0.0,0.0,1.0,0.0
Goodmorning today i am late for  &lt;DECIMAL&gt; min.,0.0,0.0,1.0,0.0
Please da call me any mistake from my side sorry da. Pls da goto doctor.,-0.0258,0.202,0.601,0.197
Where r we meeting?,0.0,0.0,1.0,0.0
"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",0.875,0.161,0.504,0.335
Now only i reached home. . . I am very tired now. . I will come tomorro,-0.4201,0.235,0.662,0.103
Ryder unsold.now gibbs.,0.0,0.0,1.0,0.0
Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,0.3612,0.0,0.918,0.082
NO GIFTS!! You trying to get me to throw myself off a cliff or something?,-0.5449,0.213,0.787,0.0
Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,0.7149,0.0,0.729,0.271
You busy or can I come by at some point and figure out what we're doing tomorrow,0.0,0.0,1.0,0.0
"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",-0.5423,0.31,0.505,0.184
Black shirt n blue jeans... I thk i c Ì_...,0.0,0.0,1.0,0.0
Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,-0.0772,0.115,0.885,0.0
on hen night. Going with a swing,0.0,0.0,1.0,0.0
"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",0.8156,0.0,0.79,0.21
From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,0.0,0.0,1.0,0.0
No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),0.7983,0.083,0.565,0.352
S s..first time..dhoni rocks...,0.0,0.0,1.0,0.0
Ok ill tell the company,-0.1531,0.35,0.375,0.275
"Awesome, think we can get an 8th at usf some time tonight?",0.6249,0.0,0.728,0.272
So that means you still think of teju,0.0,0.0,1.0,0.0
"No I'm good for the movie, is it ok if I leave in an hourish?",0.4019,0.184,0.541,0.276
No no:)this is kallis home ground.amla home town is durban:),-0.296,0.196,0.804,0.0
So lets make it saturday or monday as per convenience.,0.0,0.0,1.0,0.0
Hey... What time is your driving on fri? We go for evaluation on fri?,0.0,0.0,1.0,0.0
I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,0.0,0.0,1.0,0.0
Cancel cheyyamo?and get some money back?,-0.3313,0.321,0.679,0.0
Ok.ok ok..then..whats ur todays plan,0.0,0.0,1.0,0.0
Good morning princess! How are you?,0.4926,0.0,0.61,0.39
Aiyar sorry lor forgot 2 tell u...,-0.0772,0.206,0.794,0.0
Not tonight mate. Catching up on some sleep. This is my new number by the way. ,0.0772,0.0,0.92,0.08
"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay",0.0,0.0,1.0,0.0
"So check your errors and if you had difficulties, do correction.",-0.5945,0.351,0.649,0.0
Howz pain?hope u r fine..,0.0,0.0,1.0,0.0
"Sorry, I'll call later",-0.0772,0.302,0.698,0.0
Good morning princess! How are you?,0.4926,0.0,0.61,0.39
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",0.7896,0.0,0.794,0.206
U wake up already? Thanx 4 e tau sar piah it's quite nice.,0.4754,0.0,0.744,0.256
K do I need a login or anything,0.0,0.0,1.0,0.0
LOL ... No just was busy,0.3254,0.226,0.411,0.363
What * u wearing?,0.0,0.0,1.0,0.0
Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,-0.6808,0.306,0.694,0.0
Oh:)as usual vijay film or its different?,0.0,0.0,1.0,0.0
Have you had a good day? Mine was really busy are you up to much tomorrow night?,0.504,0.0,0.821,0.179
And is there a way you can send shade's stuff to her. And she has been wonderful too.,0.5719,0.0,0.812,0.188
Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,0.296,0.103,0.744,0.153
Babe ? I lost you ... :-(,-0.5859,0.615,0.385,0.0
Ok... Help me ask if she's working tmr a not?,0.4019,0.0,0.748,0.252
I'm not driving... Raining! Then i'll get caught at e mrt station lor.,0.0,0.0,1.0,0.0
Not a drop in the tank,0.2057,0.0,0.688,0.312
(That said can you text him one more time?),0.0,0.0,1.0,0.0
"Sorry, I'll call later",-0.0772,0.302,0.698,0.0
Ok i go change also...,0.296,0.0,0.577,0.423
Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,-0.5106,0.231,0.769,0.0
"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",-0.4019,0.198,0.802,0.0
Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,0.0,0.0,1.0,0.0
He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,-0.8364,0.321,0.679,0.0
Hey! There's veggie pizza... :/,-0.4003,0.402,0.598,0.0
Yun buying... But school got offer 2000 plus only...,0.0,0.0,1.0,0.0
You sure your neighbors didnt pick it up,0.3182,0.0,0.753,0.247
K. I will sent it again,0.0,0.0,1.0,0.0
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",0.7239,0.145,0.554,0.301
Well. Im computerless. Time to make some oreo truffles,0.2732,0.0,0.792,0.208
"Haha yeah I see that now, be there in a sec",0.6369,0.0,0.574,0.426
I am not having her number sir,-0.0572,0.196,0.804,0.0
Lol now I'm after that hot air balloon!,0.4753,0.0,0.694,0.306
Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,0.296,0.0,0.833,0.167
Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,0.0,0.0,1.0,0.0
"Yeah, we can probably swing by once my roommate finishes up with his girl",0.296,0.0,0.855,0.145
Happy new years melody!,0.6114,0.0,0.429,0.571
ÌÏ dun need to pick ur gf?,0.0,0.0,1.0,0.0
Yay! You better not have told that to 5 other girls either.,0.7644,0.0,0.577,0.423
Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,-0.252,0.117,0.8,0.083
"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ",-0.2263,0.166,0.691,0.143
Just nw i came to hme da..,0.0,0.0,1.0,0.0
"I'm outside islands, head towards hard rock and you'll run into me",-0.1027,0.113,0.887,0.0
To day class is there are no class.,-0.296,0.239,0.761,0.0
I'm in chennai velachery:),0.0,0.0,1.0,0.0
You flippin your shit yet?,-0.5965,0.492,0.508,0.0
"K give me a sec, breaking a  &lt;#&gt;  at cstore",0.0,0.0,1.0,0.0
Am i that much bad to avoid like this?,-0.4939,0.432,0.379,0.189
"Yo, you around? Just got my car back",0.0,0.0,1.0,0.0
Annoying isn't it.,-0.4019,0.574,0.426,0.0
"Goodmorning, Today i am late for  &lt;#&gt; min.",0.0,0.0,1.0,0.0
There's no point hangin on to mr not right if he's not makin u happy,-0.6367,0.302,0.698,0.0
All will come alive.better correct any good looking figure there itself..,0.4404,0.0,0.775,0.225
In that case I guess I'll see you at campus lodge,0.0,0.0,1.0,0.0
We're done...,0.0,0.0,1.0,0.0
Come to my home for one last time i wont do anything. Trust me.,-0.4023,0.184,0.816,0.0
I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,-0.7717,0.268,0.732,0.0
Ok... C ya...,0.0,0.0,1.0,0.0
What he said is not the matter. My mind saying some other matter is there.,-0.0382,0.142,0.858,0.0
He also knows about lunch menu only da. . I know,0.0,0.0,1.0,0.0
"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",-0.8316,0.299,0.701,0.0
NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,0.7096,0.0,0.723,0.277
Otherwise had part time job na-tuition..,0.0,0.0,1.0,0.0
I know she called me,0.0,0.0,1.0,0.0
"Me also da, i feel yesterday night  wait til 2day night dear.",0.3818,0.0,0.794,0.206
Thanks for understanding. I've been trying to tell sura that.,0.4404,0.0,0.756,0.244
The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,0.5411,0.063,0.75,0.187
I need you to be in my strong arms...,0.5106,0.0,0.68,0.32
Also maaaan are you missing out,-0.296,0.306,0.694,0.0
His bday real is in april .,0.0,0.0,1.0,0.0
Guessin you ain't gonna be here before 9?,0.0,0.0,1.0,0.0
Ok then i will come to ur home after half an hour,0.296,0.0,0.82,0.18
"Yo, the game almost over? Want to go to walmart soon",0.0056,0.0,0.907,0.093
"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",-0.4361,0.216,0.634,0.15
I'll text now! All creepy like so he won't think that we forgot,0.4199,0.0,0.811,0.189
"that would be good Û_ I'll phone you tomo lunchtime, shall I, to organise something?",0.4404,0.0,0.828,0.172
"Damn, can you make it tonight or do you want to just wait til tomorrow",-0.34,0.159,0.765,0.076
K..k..i'm also fine:)when will you complete the course?,0.0,0.0,1.0,0.0
"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",0.6808,0.0,0.797,0.203
Prakesh is there know.,0.0,0.0,1.0,0.0
Teach me apps da. When you come to college.,0.0,0.0,1.0,0.0
Rofl betta invest in some  anti aging products,0.34,0.192,0.5,0.308
"sir, you will receive the account no another 1hr time. Sorry for the delay.",-0.5859,0.345,0.655,0.0
So Ì_'ll be submitting da project tmr rite?,0.0,0.0,1.0,0.0
Jus ans me lar. U'll noe later.,0.0,0.0,1.0,0.0
I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,-0.2746,0.164,0.748,0.088
have got * few things to do. may be in * pub later.,0.0,0.0,1.0,0.0
1's finish meeting call me.,0.0,0.0,1.0,0.0
Lol ok. I'll snatch her purse too.,0.6124,0.0,0.5,0.5
"\Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx\""""",-0.1759,0.269,0.583,0.148
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,0.6486,0.0,0.819,0.181
How much are we getting?,0.0,0.0,1.0,0.0
Is ur paper in e morn or aft tmr?,0.0,0.0,1.0,0.0
"Dear relieved of westonzoyland, all going to plan this end too!",0.6696,0.0,0.621,0.379
Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,0.9348,0.0,0.497,0.503
Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,0.2003,0.167,0.606,0.227
"I want to show you the world, princess :) how about europe?",0.5106,0.0,0.677,0.323
Nobody can decide where to eat and dad wants Chinese,0.0,0.0,1.0,0.0
No shoot me. I'm in the docs waiting room. :/,-0.7184,0.5,0.5,0.0
Now? I'm going out 4 dinner soon..,0.0,0.0,1.0,0.0
Hello which the site to download songs its urgent pls,0.2732,0.0,0.721,0.279
"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! ",0.4003,0.095,0.737,0.168
Horrible gal. Me in sch doing some stuff. How come u got mc?,-0.5423,0.241,0.759,0.0
"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",0.4912,0.072,0.779,0.149
"I call you later, don't have network. If urgnt, sms me.",0.0,0.0,1.0,0.0
Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,0.9463,0.0,0.355,0.645
Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,0.802,0.118,0.461,0.421
Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... ,0.0,0.0,1.0,0.0
What your plan for pongal?,0.0,0.0,1.0,0.0
Just wait till end of march when el nino gets himself. Oh.,0.0,0.0,1.0,0.0
"Not yet chikku..going to room nw, i'm in bus..",0.0,0.0,1.0,0.0
Am also doing in cbe only. But have to pay.,-0.1027,0.135,0.865,0.0
Honey boo I'm missing u.,-0.296,0.355,0.645,0.0
"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",0.0,0.0,1.0,0.0
"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",0.4404,0.0,0.805,0.195
"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",0.8437,0.067,0.665,0.268
Ok. No wahala. Just remember that a friend in need ...,0.4939,0.151,0.479,0.37
I will see in half an hour,0.0,0.0,1.0,0.0
